bloque,categoria_de_recomendacion,recomendacion,que_dicen_las_guias_del_bloque,consenso_del_bloque,n_guias_con_recomendacion,n_guias_bloque,cobertura,guias_con_recomendacion,accion_dominante_bloque,perfil_acciones_bloque,senal_comparativa_global,prioridad_revision,relevancia_spec,total_recomendaciones_global,recomendaciones_en_bloque
Bloque moderado: AGREE-II 30-<50%,Early psychosis and acute care,"Acute agitation, rapid tranquillisation and crisis setting","Mexico/APAL 2014: recomienda (6 recs; recomienda=5; en contra/no hacer=1). Priorizar evaluacion rapida, desescalada y equipos de crisis; usar tratamiento comunitario/crisis cuando sea posible y tranquilizacion rapida o formulaciones parenterales si la via oral no es viable o hay riesgo inmediato. NICE 2014: ofrece (7 recs; recomienda=2; ofrece=3; considera/sugiere=2). Priorizar evaluacion rapida, desescalada y equipos de crisis; usar tratamiento comunitario/crisis cuando sea posible y tranquilizacion rapida o formulaciones parenterales si la via oral no es viable o hay riesgo inmediato. G08 2017: considera/sugiere (1 rec; considera/sugiere=1). Priorizar evaluacion rapida, desescalada y equipos de crisis; usar tratamiento comunitario/crisis cuando sea posible y tranquilizacion rapida o formulaciones parenterales si la via oral no es viable o hay riesgo inmediato. Peru 2019: considera/sugiere (2 recs; considera/sugiere=2). Priorizar evaluacion rapida, desescalada y equipos de crisis; usar tratamiento comunitario/crisis cuando sea posible y tranquilizacion rapida o formulaciones parenterales si la via oral no es viable o hay riesgo inmediato. Sin recomendacion retenida: BAP 2020; G13 2024; INTEGRATE 2025.",Moderado: 4/7 (57%); discordante; accion dominante: recomienda; recomienda=7; ofrece=3; considera/sugiere=5; en contra/no hacer=1,4,7,57%,G08 2017; Mexico/APAL 2014; Peru 2019; NICE 2014,recomienda,recomienda=7; ofrece=3; considera/sugiere=5; en contra/no hacer=1,mixed/discordant,high,core,16,16
Bloque moderado: AGREE-II 30-<50%,Comorbidity and special populations,Negative symptoms,"NICE 2014: considera/sugiere (1 rec; considera/sugiere=1). Evaluar sintomas negativos y causas secundarias como depresion, EPS, sedacion o sustancias; considerar intervenciones psicosociales/artisticas y, si se cambia antipsicotico, opciones como agonistas parciales D2 o amisulprida segun contexto. INTEGRATE 2025: recomienda (1 rec; recomienda=1). Evaluar sintomas negativos y causas secundarias como depresion, EPS, sedacion o sustancias; considerar intervenciones psicosociales/artisticas y, si se cambia antipsicotico, opciones como agonistas parciales D2 o amisulprida segun contexto. Sin recomendacion retenida: 5 guias del bloque.",Bajo: 2/7 (29%); alineado/escaso; accion dominante: recomienda; recomienda=1; considera/sugiere=1,2,7,29%,INTEGRATE 2025; NICE 2014,recomienda,recomienda=1; considera/sugiere=1,mostly aligned or sparse,low,supportive,7,2
Bloque moderado: AGREE-II 30-<50%,Comorbidity and special populations,"Culture, equity, age and other special populations","NICE 2014: recomienda (3 recs; recomienda=3). Adaptar la atencion a contexto cultural, edad y equidad; buscar supervision transcultural cuando sea necesario; usar antipsicoticos en adolescentes u otros grupos especiales bajo supervision especializada. Sin recomendacion retenida: 6 guias del bloque.",Escaso: 1/7 (14%); alineado/escaso; accion dominante: recomienda; recomienda=3,1,7,14%,NICE 2014,recomienda,recomienda=3,mostly aligned or sparse,low,peripheral,8,3
Bloque moderado: AGREE-II 30-<50%,Early psychosis and acute care,At-risk mental state and prevention of psychosis,NICE 2014: en contra/no hacer (1 rec; en contra/no hacer=1). Usar evaluacion especializada y herramientas de tamizaje para riesgo de transicion; ofrecer apoyo psicologico/familiar y seguimiento temprano; no usar antipsicoticos de rutina solo por estado de alto riesgo. Peru 2019: recomienda (1 rec; recomienda=1). Usar evaluacion especializada y herramientas de tamizaje para riesgo de transicion; ofrecer apoyo psicologico/familiar y seguimiento temprano; no usar antipsicoticos de rutina solo por estado de alto riesgo. Sin recomendacion retenida: 5 guias del bloque.,Bajo: 2/7 (29%); discordante; accion dominante: recomienda; recomienda=1; en contra/no hacer=1,2,7,29%,Peru 2019; NICE 2014,recomienda,recomienda=1; en contra/no hacer=1,mixed/discordant,high,supportive,4,2
Bloque moderado: AGREE-II 30-<50%,Treatment resistance and biological interventions,ECT and other biological treatments,"Mexico/APAL 2014: recomienda (2 recs; recomienda=2). Considerar ECT u otras intervenciones biologicas en situaciones seleccionadas, como catatonia, cuadros graves o resistencia cuando clozapina no es viable; documentar parametros, respuesta y seguridad. Sin recomendacion retenida: 6 guias del bloque.",Escaso: 1/7 (14%); alineado/escaso; accion dominante: recomienda; recomienda=2,1,7,14%,Mexico/APAL 2014,recomienda,recomienda=2,mostly aligned or sparse,low,supportive,4,2
Bloque moderado: AGREE-II 30-<50%,Psychosocial and recovery interventions,"Cognitive remediation, metacognitive and social cognition training","G13 2024: considera/sugiere (1 rec; considera/sugiere=1). Considerar entrenamiento neurocognitivo, metacognitivo o de cognicion social como complemento en deterioro cognitivo, funcional o social, usualmente integrado a rehabilitacion psicosocial. Sin recomendacion retenida: 6 guias del bloque.",Escaso: 1/7 (14%); alineado/escaso; accion dominante: considera/sugiere; considera/sugiere=1,1,7,14%,G13 2024,considera/sugiere,considera/sugiere=1,mostly aligned or sparse,low,supportive,9,1
Bloque moderado: AGREE-II 30-<50%,Psychosocial and recovery interventions,Combined pharmacological and psychosocial care,"G08 2017: considera/sugiere (1 rec; considera/sugiere=1). Combinar farmacoterapia antipsicotica con intervenciones psicosociales, familiares, CBTp o rehabilitacion segun fase, necesidades funcionales y nivel de atencion. Peru 2019: recomienda (1 rec; recomienda=1). Combinar farmacoterapia antipsicotica con intervenciones psicosociales, familiares, CBTp o rehabilitacion segun fase, necesidades funcionales y nivel de atencion. Sin recomendacion retenida: 5 guias del bloque.",Bajo: 2/7 (29%); alineado/escaso; accion dominante: recomienda; recomienda=1; considera/sugiere=1,2,7,29%,G08 2017; Peru 2019,recomienda,recomienda=1; considera/sugiere=1,mostly aligned or sparse,low,core,3,2
Bloque moderado: AGREE-II 30-<50%,Comorbidity and special populations,"Pregnancy, reproductive and perinatal care","BAP 2020: recomienda (4 recs; recomienda=2; evalua/monitoriza=2). Discutir anticoncepcion, embarazo, lactancia y riesgos reproductivos con la paciente y apoyo significativo; coordinar atencion perinatal/madre-bebe y monitorizar riesgos de medicacion y recaida. Sin recomendacion retenida: 6 guias del bloque.",Escaso: 1/7 (14%); alineado/escaso; accion dominante: recomienda; recomienda=2; evalua/monitoriza=2,1,7,14%,BAP 2020,recomienda,recomienda=2; evalua/monitoriza=2,mostly aligned or sparse,low,supportive,6,4
Bloque moderado: AGREE-II 30-<50%,Early psychosis and acute care,Acute antipsychotic initiation,NICE 2014: recomienda (2 recs; recomienda=1; en contra/no hacer=1). Iniciar antipsicotico oral en psicosis aguda o primer episodio con participacion especializada; no iniciarlo en atencion primaria sin consulta psiquiatrica; combinar con intervenciones psicosociales cuando corresponda. Peru 2019: ofrece (4 recs; recomienda=1; ofrece=2; considera/sugiere=1). Iniciar antipsicotico oral en psicosis aguda o primer episodio con participacion especializada; no iniciarlo en atencion primaria sin consulta psiquiatrica; combinar con intervenciones psicosociales cuando corresponda. Sin recomendacion retenida: 5 guias del bloque.,Bajo: 2/7 (29%); discordante; accion dominante: recomienda; recomienda=2; ofrece=2; considera/sugiere=1; en contra/no hacer=1,2,7,29%,Peru 2019; NICE 2014,recomienda,recomienda=2; ofrece=2; considera/sugiere=1; en contra/no hacer=1,mixed/discordant,high,core,6,6
Bloque moderado: AGREE-II 30-<50%,Antipsychotic strategy across illness phases,Antipsychotic polypharmacy and combinations,"NICE 2014: en contra/no hacer (2 recs; en contra/no hacer=2). Evitar la combinacion regular de antipsicoticos salvo periodos breves de cambio/cross-taper o escenarios muy justificados; antes de combinar, verificar adherencia, dosis, duracion y resistencia real. Sin recomendacion retenida: 6 guias del bloque.",Escaso: 1/7 (14%); alineado/escaso; accion dominante: en contra/no hacer; en contra/no hacer=2,1,7,14%,NICE 2014,en contra/no hacer,en contra/no hacer=2,mostly aligned or sparse,low,supportive,3,2
Bloque moderado: AGREE-II 30-<50%,Antipsychotic strategy across illness phases,Switching and non-response before clozapine,"Mexico/APAL 2014: considera/sugiere (1 rec; considera/sugiere=1). Ante respuesta parcial o nula, verificar adherencia, dosis, duracion y tolerabilidad; considerar cambio de antipsicotico antes de clozapina cuando no se cumplen criterios de resistencia. Sin recomendacion retenida: 6 guias del bloque.",Escaso: 1/7 (14%); alineado/escaso; accion dominante: considera/sugiere; considera/sugiere=1,1,7,14%,Mexico/APAL 2014,considera/sugiere,considera/sugiere=1,mostly aligned or sparse,low,core,1,1
Bloque moderado: AGREE-II 30-<50%,Antipsychotic strategy across illness phases,"Discontinuation, tapering and dose reduction",Sin recomendacion retenida: 7 guias del bloque.,Ausente: 0/7 (0%); alineado/escaso; sin recomendaciones retenidas,0,7,0%,ninguna,sin recomendaciones,sin recomendaciones,mostly aligned or sparse,low,supportive,2,0
Bloque moderado: AGREE-II 30-<50%,Psychosocial and recovery interventions,"Arts, mindfulness, digital and adjunctive psychosocial interventions",Sin recomendacion retenida: 7 guias del bloque.,Ausente: 0/7 (0%); alineado/escaso; sin recomendaciones retenidas,0,7,0%,ninguna,sin recomendaciones,sin recomendaciones,mostly aligned or sparse,low,peripheral,1,0
Bloque moderado: AGREE-II 30-<50%,"Service delivery, continuity and implementation",Prescribing governance and off-label documentation,Sin recomendacion retenida: 7 guias del bloque.,Ausente: 0/7 (0%); alineado/escaso; sin recomendaciones retenidas,0,7,0%,ninguna,sin recomendaciones,sin recomendaciones,mostly aligned or sparse,low,peripheral,1,0
Bloque moderado: AGREE-II 30-<50%,"Assessment, risk and shared decision-making",Measurement-based monitoring and symptom assessment,Sin recomendacion retenida: 7 guias del bloque.,Ausente: 0/7 (0%); alineado/escaso; sin recomendaciones retenidas,0,7,0%,ninguna,sin recomendaciones,sin recomendaciones,not captured after curation,low,supportive,0,0
Bloque bajo: AGREE-II <30%,Antipsychotic strategy across illness phases,LAI/depot antipsychotics and adherence,"Norway 2016: considera/sugiere (2 recs; considera/sugiere=2). Evaluar adherencia y preferencia; ofrecer/considerar LAI/depot si el paciente lo prefiere, hay recaidas por no adherencia, dificultad para tratamiento oral o necesidad de continuidad; algunas guias los proponen temprano. Sin recomendacion retenida: Turkey 2014; Japan 2025; S3 2026.",Bajo: 1/4 (25%); discordante; accion dominante: considera/sugiere; considera/sugiere=2,1,4,25%,Norway 2016,considera/sugiere,considera/sugiere=2,mixed/discordant,high,core,35,2
Bloque bajo: AGREE-II <30%,Treatment resistance and biological interventions,Clozapine for treatment-resistant schizophrenia,"Norway 2016: considera/sugiere (3 recs; considera/sugiere=3). Ofrecer/considerar clozapina cuando no hay respuesta adecuada a ensayos suficientes de antipsicoticos no clozapina; optimizar dosis, duracion, adherencia y niveles antes de augmentar; considerar escenarios de alto riesgo segun guia. Sin recomendacion retenida: Turkey 2014; Japan 2025; S3 2026.",Bajo: 1/4 (25%); discordante; accion dominante: considera/sugiere; considera/sugiere=3,1,4,25%,Norway 2016,considera/sugiere,considera/sugiere=3,mixed/discordant,high,core,62,3
Bloque bajo: AGREE-II <30%,Antipsychotic strategy across illness phases,"Dose, titration and adequate trial duration",Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); discordante; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mixed/discordant,high,core,28,0
Bloque bajo: AGREE-II <30%,Psychosocial and recovery interventions,CBTp and psychological therapies,"Turkey 2014: recomienda (1 rec; recomienda=1). Ofrecer o considerar CBTp/manualizada para psicosis, en fase aguda o posterior, especialmente si hay sintomas persistentes; la psicoterapia de apoyo no debe reemplazar intervenciones psicologicas con mayor soporte cuando estas estan disponibles. Norway 2016: considera/sugiere (3 recs; considera/sugiere=3). Ofrecer o considerar CBTp/manualizada para psicosis, en fase aguda o posterior, especialmente si hay sintomas persistentes; la psicoterapia de apoyo no debe reemplazar intervenciones psicologicas con mayor soporte cuando estas estan disponibles. Sin recomendacion retenida: Japan 2025; S3 2026.",Moderado: 2/4 (50%); discordante; accion dominante: considera/sugiere; recomienda=1; considera/sugiere=3,2,4,50%,Norway 2016; Turkey 2014,considera/sugiere,recomienda=1; considera/sugiere=3,mixed/discordant,high,core,29,4
Bloque bajo: AGREE-II <30%,Early psychosis and acute care,First episode psychosis and early intervention,Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); alineado/escaso; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,broad recurrent theme,medium,core,21,0
Bloque bajo: AGREE-II <30%,Psychosocial and recovery interventions,Family intervention and psychoeducation,"Norway 2016: ofrece (2 recs; ofrece=2). Ofrecer intervencion familiar y psicoeducacion a familias/cuidadores en contacto cercano, con consentimiento; incluir informacion sobre enfermedad, tratamiento, recaida, apoyo al cuidador y sesiones estructuradas durante varios meses. Sin recomendacion retenida: Turkey 2014; Japan 2025; S3 2026.",Bajo: 1/4 (25%); alineado/escaso; accion dominante: ofrece; ofrece=2,1,4,25%,Norway 2016,ofrece,ofrece=2,broad recurrent theme,medium,core,27,2
Bloque bajo: AGREE-II <30%,Antipsychotic strategy across illness phases,Maintenance treatment and relapse prevention,"Norway 2016: ofrece (2 recs; ofrece=2). Continuar el antipsicotico efectivo tras mejoria, con plan de prevencion de recaidas, revision de beneficios/riesgos y duracion individualizada; evitar suspensiones sin seguimiento. S3 2026: ofrece (1 rec; ofrece=1). Continuar el antipsicotico efectivo tras mejoria, con plan de prevencion de recaidas, revision de beneficios/riesgos y duracion individualizada; evitar suspensiones sin seguimiento. Sin recomendacion retenida: Turkey 2014; Japan 2025.",Moderado: 2/4 (50%); discordante; accion dominante: ofrece; ofrece=3,2,4,50%,Norway 2016; S3 2026,ofrece,ofrece=3,mixed/discordant,high,core,20,3
Bloque bajo: AGREE-II <30%,Comorbidity and special populations,"Depression, anxiety, PTSD and trauma","Norway 2016: recomienda (2 recs; recomienda=2). Evaluar trauma, depresion, ansiedad, PTSD y sintomas afectivos; tratar comorbilidades segun guias especificas; considerar antidepresivos/SSRI con cautela y solo cuando el balance beneficio-riesgo lo justifique. S3 2026: ofrece (1 rec; ofrece=1). Evaluar trauma, depresion, ansiedad, PTSD y sintomas afectivos; tratar comorbilidades segun guias especificas; considerar antidepresivos/SSRI con cautela y solo cuando el balance beneficio-riesgo lo justifique. Sin recomendacion retenida: Turkey 2014; Japan 2025.",Moderado: 2/4 (50%); alineado/escaso; accion dominante: recomienda; recomienda=2; ofrece=1,2,4,50%,Norway 2016; S3 2026,recomienda,recomienda=2; ofrece=1,broad recurrent theme,medium,supportive,13,3
Bloque bajo: AGREE-II <30%,Antipsychotic strategy across illness phases,Antipsychotic choice and comparative selection,Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); discordante; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mixed/discordant,high,core,19,0
Bloque bajo: AGREE-II <30%,"Safety, adverse effects and physical health","Physical, metabolic and cardiovascular monitoring","Turkey 2014: evalua/monitoriza (1 rec; evalua/monitoriza=1). Medir y seguir peso, IMC, presion, glucosa, lipidos, salud cardiovascular y ECG cuando corresponda; definir responsable entre salud mental y primaria; intervenir ante aumento de peso o anormalidades metabolicas. Sin recomendacion retenida: Norway 2016; Japan 2025; S3 2026.",Bajo: 1/4 (25%); discordante; accion dominante: evalua/monitoriza; evalua/monitoriza=1,1,4,25%,Turkey 2014,evalua/monitoriza,evalua/monitoriza=1,mixed/discordant,high,core,26,1
Bloque bajo: AGREE-II <30%,Comorbidity and special populations,Substance use comorbidity,Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); discordante; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mixed/discordant,high,core,9,0
Bloque bajo: AGREE-II <30%,"Assessment, risk and shared decision-making","Diagnostic assessment, baseline workup and care planning",Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); discordante; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mixed/discordant,high,core,25,0
Bloque bajo: AGREE-II <30%,"Safety, adverse effects and physical health",Antipsychotic adverse-effect management,Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); discordante; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mixed/discordant,high,core,19,0
Bloque bajo: AGREE-II <30%,"Safety, adverse effects and physical health","Weight management, lifestyle and metformin",Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); discordante; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mixed/discordant,high,supportive,12,0
Bloque bajo: AGREE-II <30%,Functional rehabilitation and participation,"Supported employment, education and vocational rehabilitation","Turkey 2014: recomienda (1 rec; recomienda=1). Ofrecer empleo apoyado/IPS a quienes desean trabajar o volver a estudiar/trabajar; considerar apoyo educativo, vocacional o prevocacional si no puede acceder aun a empleo competitivo. Norway 2016: en contra/no hacer (1 rec; en contra/no hacer=1). Ofrecer empleo apoyado/IPS a quienes desean trabajar o volver a estudiar/trabajar; considerar apoyo educativo, vocacional o prevocacional si no puede acceder aun a empleo competitivo. Sin recomendacion retenida: Japan 2025; S3 2026.",Moderado: 2/4 (50%); discordante; accion dominante: recomienda; recomienda=1; en contra/no hacer=1,2,4,50%,Norway 2016; Turkey 2014,recomienda,recomienda=1; en contra/no hacer=1,mixed/discordant,high,supportive,20,2
Bloque bajo: AGREE-II <30%,"Safety, adverse effects and physical health",Smoking cessation and tobacco,Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); discordante; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mixed/discordant,high,peripheral,9,0
Bloque bajo: AGREE-II <30%,"Service delivery, continuity and implementation","Primary care transition, discharge and follow-up continuity","Turkey 2014: considera/sugiere (1 rec; considera/sugiere=1). Planificar alta, continuidad y opcion de auto-derivacion; comunicar responsabilidades a atencion primaria; usar equipos de crisis/tratamiento domiciliario para evitar ingresos o facilitar alta segura. Sin recomendacion retenida: Norway 2016; Japan 2025; S3 2026.",Bajo: 1/4 (25%); alineado/escaso; accion dominante: considera/sugiere; considera/sugiere=1,1,4,25%,Turkey 2014,considera/sugiere,considera/sugiere=1,mostly aligned or sparse,low,supportive,10,1
Bloque bajo: AGREE-II <30%,Treatment resistance and biological interventions,Clozapine safety and monitoring,Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); alineado/escaso; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mostly aligned or sparse,low,core,9,0
Bloque bajo: AGREE-II <30%,Psychosocial and recovery interventions,"Social skills, recovery and self-management",Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); discordante; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mixed/discordant,high,supportive,18,0
Bloque bajo: AGREE-II <30%,"Service delivery, continuity and implementation","ACT, case management and community service models","Norway 2016: recomienda (2 recs; recomienda=2). Usar ACT, manejo intensivo de casos o atencion comunitaria coordinada cuando hay mala vinculacion, recaidas frecuentes, disrupcion social, falta de vivienda o alta necesidad de continuidad. Sin recomendacion retenida: Turkey 2014; Japan 2025; S3 2026.",Bajo: 1/4 (25%); alineado/escaso; accion dominante: recomienda; recomienda=2,1,4,25%,Norway 2016,recomienda,recomienda=2,mostly aligned or sparse,low,supportive,16,2
Bloque bajo: AGREE-II <30%,"Assessment, risk and shared decision-making","Risk assessment: suicide, aggression and immediate safety","Turkey 2014: recomienda (1 rec; recomienda=1). Evaluar suicidio, autoagresion, agresion, violencia y seguridad inmediata en la valoracion; activar rutas de crisis o guias de autolesion cuando haya riesgo. Sin recomendacion retenida: Norway 2016; Japan 2025; S3 2026.",Bajo: 1/4 (25%); alineado/escaso; accion dominante: recomienda; recomienda=1,1,4,25%,Turkey 2014,recomienda,recomienda=1,mostly aligned or sparse,low,core,4,1
Bloque bajo: AGREE-II <30%,"Assessment, risk and shared decision-making",Shared decision-making and patient preferences,Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); alineado/escaso; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mostly aligned or sparse,low,core,7,0
Bloque bajo: AGREE-II <30%,Early psychosis and acute care,"Acute agitation, rapid tranquillisation and crisis setting",Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); discordante; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mixed/discordant,high,core,16,0
Bloque bajo: AGREE-II <30%,Comorbidity and special populations,Negative symptoms,Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); alineado/escaso; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mostly aligned or sparse,low,supportive,7,0
Bloque bajo: AGREE-II <30%,Comorbidity and special populations,"Culture, equity, age and other special populations",Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); alineado/escaso; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mostly aligned or sparse,low,peripheral,8,0
Bloque bajo: AGREE-II <30%,Early psychosis and acute care,At-risk mental state and prevention of psychosis,Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); discordante; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mixed/discordant,high,supportive,4,0
Bloque bajo: AGREE-II <30%,Treatment resistance and biological interventions,ECT and other biological treatments,"Japan 2025: considera/sugiere (1 rec; considera/sugiere=1). Considerar ECT u otras intervenciones biologicas en situaciones seleccionadas, como catatonia, cuadros graves o resistencia cuando clozapina no es viable; documentar parametros, respuesta y seguridad. Sin recomendacion retenida: Turkey 2014; Norway 2016; S3 2026.",Bajo: 1/4 (25%); alineado/escaso; accion dominante: considera/sugiere; considera/sugiere=1,1,4,25%,Japan 2025,considera/sugiere,considera/sugiere=1,mostly aligned or sparse,low,supportive,4,1
Bloque bajo: AGREE-II <30%,Psychosocial and recovery interventions,"Cognitive remediation, metacognitive and social cognition training","Norway 2016: considera/sugiere (4 recs; considera/sugiere=4). Considerar entrenamiento neurocognitivo, metacognitivo o de cognicion social como complemento en deterioro cognitivo, funcional o social, usualmente integrado a rehabilitacion psicosocial. Sin recomendacion retenida: Turkey 2014; Japan 2025; S3 2026.",Bajo: 1/4 (25%); alineado/escaso; accion dominante: considera/sugiere; considera/sugiere=4,1,4,25%,Norway 2016,considera/sugiere,considera/sugiere=4,mostly aligned or sparse,low,supportive,9,4
Bloque bajo: AGREE-II <30%,Psychosocial and recovery interventions,Combined pharmacological and psychosocial care,Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); alineado/escaso; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mostly aligned or sparse,low,core,3,0
Bloque bajo: AGREE-II <30%,Comorbidity and special populations,"Pregnancy, reproductive and perinatal care",Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); alineado/escaso; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mostly aligned or sparse,low,supportive,6,0
Bloque bajo: AGREE-II <30%,Early psychosis and acute care,Acute antipsychotic initiation,Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); discordante; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mixed/discordant,high,core,6,0
Bloque bajo: AGREE-II <30%,Antipsychotic strategy across illness phases,Antipsychotic polypharmacy and combinations,"Turkey 2014: evalua/monitoriza (1 rec; evalua/monitoriza=1). Evitar la combinacion regular de antipsicoticos salvo periodos breves de cambio/cross-taper o escenarios muy justificados; antes de combinar, verificar adherencia, dosis, duracion y resistencia real. Sin recomendacion retenida: Norway 2016; Japan 2025; S3 2026.",Bajo: 1/4 (25%); alineado/escaso; accion dominante: evalua/monitoriza; evalua/monitoriza=1,1,4,25%,Turkey 2014,evalua/monitoriza,evalua/monitoriza=1,mostly aligned or sparse,low,supportive,3,1
Bloque bajo: AGREE-II <30%,Antipsychotic strategy across illness phases,Switching and non-response before clozapine,Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); alineado/escaso; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mostly aligned or sparse,low,core,1,0
Bloque bajo: AGREE-II <30%,Antipsychotic strategy across illness phases,"Discontinuation, tapering and dose reduction","S3 2026: ofrece (2 recs; ofrece=2). Plantear reduccion o discontinuacion solo de forma cautelosa, gradual, individualizada y con decision compartida; evitar suspension abrupta o tratamiento intermitente sin plan de recaida. Sin recomendacion retenida: Turkey 2014; Norway 2016; Japan 2025.",Bajo: 1/4 (25%); alineado/escaso; accion dominante: ofrece; ofrece=2,1,4,25%,S3 2026,ofrece,ofrece=2,mostly aligned or sparse,low,supportive,2,2
Bloque bajo: AGREE-II <30%,Psychosocial and recovery interventions,"Arts, mindfulness, digital and adjunctive psychosocial interventions","S3 2026: ofrece (1 rec; ofrece=1). Considerar terapias artisticas, mindfulness, ACT psicoterapeutico o intervenciones digitales como complementos, especialmente para recuperacion, sintomas persistentes o objetivos funcionales; no sustituir tratamientos nucleares. Sin recomendacion retenida: Turkey 2014; Norway 2016; Japan 2025.",Bajo: 1/4 (25%); alineado/escaso; accion dominante: ofrece; ofrece=1,1,4,25%,S3 2026,ofrece,ofrece=1,mostly aligned or sparse,low,peripheral,1,1
Bloque bajo: AGREE-II <30%,"Service delivery, continuity and implementation",Prescribing governance and off-label documentation,Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); alineado/escaso; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,mostly aligned or sparse,low,peripheral,1,0
Bloque bajo: AGREE-II <30%,"Assessment, risk and shared decision-making",Measurement-based monitoring and symptom assessment,Sin recomendacion retenida: 4 guias del bloque.,Ausente: 0/4 (0%); alineado/escaso; sin recomendaciones retenidas,0,4,0%,ninguna,sin recomendaciones,sin recomendaciones,not captured after curation,low,supportive,0,0
